Unique ID,Title,Authors-revised,Authors,Authors (Full Names)-revised,Authors (Full Names)
WOS:000452071400013,Factors affecting the Affordable Care Act Marketplace stand-alone pediatric dental plan premiums,"Qiao, N|Carroll, AE|Bell, TM","Qiao, N|Carroll, AE|Bell, TM","Qiao, Nan|Carroll, Aaron E.|Bell, Teresa Maria","Qiao, Nan|Carroll, Aaron E.|Bell, Teresa Maria"
WOS:000444201900010,Association of Tourette Syndrome and Chronic Tic Disorders With Objective Indicators of Educational Attainment A Population-Based Sibling Comparison Study,"Perez-Vigil, A|Fernandez de la Cruz, L|Brander, G|Isomura, K|Jangmo, A|Kuja-Halkola, R|Hesselmark, E|D'Onofrio, BM|Larsson, H|Mataix-Cols, D","Perez-Vigil, A|Fernandez de la Cruz, L|Brander, G|Isomura, K|Jangmo, A|Kuja-Halkola, R|Hesselmark, E|D'Onofrio, BM|Larsson, H|Mataix-Cols, D","Perez-Vigil, Ana|Fernandez de la Cruz, Lorena|Brander, Gustaf|Isomura, Kayoko|Jangmo, Andreas|Kuja-Halkola, Ralf|Hesselmark, Eva|D'Onofrio, Brian M.|Larsson, Henrik|Mataix-Cols, David","Perez-Vigil, Ana|Fernandez de la Cruz, Lorena|Brander, Gustaf|Isomura, Kayoko|Jangmo, Andreas|Kuja-Halkola, Ralf|Hesselmark, Eva|D'Onofrio, Brian M.|Larsson, Henrik|Mataix-Cols, David"
WOS:000443994100007,Hierarchical modeling of melanocortin 1 receptor variants with skin cancer risk,"Joshi, AD|Li, X|Kraft, P|Han, JL","Joshi, AD|Li, X|Kraft, P|Han, JL","Joshi, Amit D.|Li, Xin|Kraft, Peter|Han, Jiali","Joshi, Amit D.|Li, Xin|Kraft, Peter|Han, Jiali"
WOS:000443542400011,Hospitals' adoption of intra-system information exchange is negatively associated with inter-system information exchange,"Vest, JR|Simon, K","Vest, JR|Simon, K","Vest, Joshua R.|Simon, Kosali","Vest, Joshua R.|Simon, Kosali"
WOS:000442642300020,Third Year of Survey Data Shows Continuing Benefits of Medicaid Expansions for Low-Income Childless Adults in the US,"Cawley, J|Soni, A|Simon, K","Cawley, J|Soni, A|Simon, K","Cawley, John|Soni, Aparna|Simon, Kosali","Cawley, John|Soni, Aparna|Simon, Kosali"
WOS:000442395600007,Meditation Smartphone Application Effects on Prehypertensive Adults' Blood Pressure: Dose-Response Feasibility Trial,"Adams, ZW|Sieverdes, JC|Brunner-Jackson, B|Mueller, M|Chandler, J|Diaz, V|Patel, S|Sox, LR|Wilder, S|Treiber, FA","Adams, ZW|Sieverdes, JC|Brunner-Jackson, B|Mueller, M|Chandler, J|Diaz, V|Patel, S|Sox, LR|Wilder, S|Treiber, FA","Adams, Zachary W.|Sieverdes, John C.|Brunner-Jackson, Brenda|Mueller, Martina|Chandler, Jessica|Diaz, Vanessa|Patel, Sachin|Sox, Luke R.|Wilder, Spencer|Treiber, Frank A.","Adams, Zachary W.|Sieverdes, John C.|Brunner-Jackson, Brenda|Mueller, Martina|Chandler, Jessica|Diaz, Vanessa|Patel, Sachin|Sox, Luke R.|Wilder, Spencer|Treiber, Frank A."
WOS:000442203900010,Red Bull (R) energy drink increases consumption of higher concentrations of alcohol,"Roldan, M|Echeverry-Alzate, V|Buhler, KM|Sanchez-Diez, IJ|Calleja-Conde, J|Olmos, P|Boehm, SL|Maldonado, R|de Fonseca, FR|Santiago, C|Gomez-Gallego, F|Gine, E|Lopez-Moreno, JA","Roldan, M|Echeverry-Alzate, V|Buhler, KM|Sanchez-Diez, IJ|Calleja-Conde, J|Olmos, P|Boehm, SL|Maldonado, R|de Fonseca, FR|Santiago, C|Gomez-Gallego, F|Gine, E|Lopez-Moreno, JA","Roldan, Marta|Echeverry-Alzate, Victor|Buhler, Kora-Mareen|Sanchez-Diez, Israel J.|Calleja-Conde, Javier|Olmos, Pedro|Boehm, Stephen L.|Maldonado, Rafael|Rodriguez de Fonseca, Fernando|Santiago, Catalina|Gomez-Gallego, Felix|Gine, Elena|Antonio Lopez-Moreno, Jose","Roldan, Marta|Echeverry-Alzate, Victor|Buhler, Kora-Mareen|Sanchez-Diez, Israel J.|Calleja-Conde, Javier|Olmos, Pedro|Boehm, Stephen L.|Maldonado, Rafael|Rodriguez de Fonseca, Fernando|Santiago, Catalina|Gomez-Gallego, Felix|Gine, Elena|Antonio Lopez-Moreno, Jose"
WOS:000441230700001,A comprehensive review and meta-analysis of risk factors for statin-induced myopathy,"Nguyen, KA|Li, L|Lu, DS|Yazdanparast, A|Wang, L|Kreutz, RP|Whipple, EC|Schleyer, TK","Nguyen, KA|Li, L|Lu, DS|Yazdanparast, A|Wang, L|Kreutz, RP|Whipple, EC|Schleyer, TK","Nguyen, Khoa A.|Li, Lang|Lu, Deshun|Yazdanparast, Aida|Wang, Lei|Kreutz, Rolf P.|Whipple, Elizabeth C.|Schleyer, Titus K.","Nguyen, Khoa A.|Li, Lang|Lu, Deshun|Yazdanparast, Aida|Wang, Lei|Kreutz, Rolf P.|Whipple, Elizabeth C.|Schleyer, Titus K."
WOS:000435058500012,The association between e-cigarette use characteristics and combustible cigarette consumption and dependence symptoms: Results from a national longitudinal study,"Buu, A|Hu, YH|Piper, ME|Lin, HC","Buu, A|Hu, YH|Piper, ME|Lin, HC","Buu, Anne|Hu, Yi-Han|Piper, Megan E.|Lin, Hsien-Chang","Buu, Anne|Hu, Yi-Han|Piper, Megan E.|Lin, Hsien-Chang"
WOS:000435058500026,Peer victimization and substance use: Understanding the indirect effect of depressive symptomatology across gender,"Zapolski, TCB|Rowe, AT|Fisher, S|Hensel, DJ|Barnes-Najor, J","Zapolski, TCB|Rowe, AT|Fisher, S|Hensel, DJ|Barnes-Najor, J","Zapolski, Tamika C. B.|Rowe, Alia T.|Fisher, Sycarah|Hensel, Devon J.|Barnes-Najor, Jessica","Zapolski, Tamika C. B.|Rowe, Alia T.|Fisher, Sycarah|Hensel, Devon J.|Barnes-Najor, Jessica"
WOS:000447609102070,"Novel 2-arachidonoyl glycerol analogs with enhanced bio-activities and stabilities: Design, synthesis and in vitro biochemical evaluation","Liu, YP|Nikas, SP|Ji, LP|Korde, A|Ciesielski, A|Straiker, A|Benchama, O|Dhopeshwarkar, AS|Honrao, C|Mackie, K|Makriyannis, A","Liu, YP|Nikas, SP|Ji, LP|Korde, A|Ciesielski, A|Straiker, A|Benchama, O|Dhopeshwarkar, AS|Honrao, C|Mackie, K|Makriyannis, A","Liu, Yingpeng|Nikas, Spyros P.|Ji, Lipin|Korde, Anisha|Ciesielski, Alex|Straiker, Alex|Benchama, Othman|Dhopeshwarkar, Amey S.|Honrao, Chandrashekhar|Mackie, Ken|Makriyannis, Alexandros","Liu, Yingpeng|Nikas, Spyros P.|Ji, Lipin|Korde, Anisha|Ciesielski, Alex|Straiker, Alex|Benchama, Othman|Dhopeshwarkar, Amey S.|Honrao, Chandrashekhar|Mackie, Ken|Makriyannis, Alexandros"
WOS:000441673900001,Discriminating Formal Representations of Risk in Anterior Cingulate Cortex and Inferior Frontal Gyrus,"Fukunaga, R|Purcell, JR|Brown, JW","Fukunaga, R|Purcell, JR|Brown, JW","Fukunaga, Rena|Purcell, John R.|Brown, Joshua W.","Fukunaga, Rena|Purcell, John R.|Brown, Joshua W."
WOS:000436817200001,Prefrontal Cortex in Control: Broadening the Scope to Identify Mechanisms,"Alexander, WH|Brown, JW|Collins, AGE|Hayden, BY|Vassena, E","Alexander, WH|Brown, JW|Collins, AGE|Hayden, BY|Vassena, E","Alexander, William H.|Brown, Joshua W.|Collins, Anne G. E.|Hayden, Benjamin Y.|Vassena, Eliana","Alexander, William H.|Brown, Joshua W.|Collins, Anne G. E.|Hayden, Benjamin Y.|Vassena, Eliana"
WOS:000440070600023,Maternal and infant outcomes associated with lithium use in pregnancy: an international collaborative meta-analysis of six cohort studies,"Munk-Olsen, T|Liu, XQ|Viktorin, A|Brown, HK|Di Florio, A|D'Onofrio, BM|Gomes, T|Howard, LM|Khalifeh, H|Krohn, H|Larsson, H|Lichtenstein, P|Taylor, CL|Van Kamp, I|Wesseloo, R|Meltzer-Brody, S|Vigod, SN|Bergink, V","Munk-Olsen, T|Liu, XQ|Viktorin, A|Brown, HK|Di Florio, A|D'Onofrio, BM|Gomes, T|Howard, LM|Khalifeh, H|Krohn, H|Larsson, H|Lichtenstein, P|Taylor, CL|Van Kamp, I|Wesseloo, R|Meltzer-Brody, S|Vigod, SN|Bergink, V","Munk-Olsen, Trine|Liu, Xiaoqin|Viktorin, Alexander|Brown, Hilary K.|Di Florio, Arianna|D'Onofrio, Brian M.|Gomes, Tara|Howard, Louise M.|Khalifeh, Hind|Krohn, Holly|Larsson, Henrik|Lichtenstein, Paul|Taylor, Clare L.|Van Kamp, Inge|Wesseloo, Richard|Meltzer-Brody, Samantha|Vigod, Simone N.|Bergink, Veerle","Munk-Olsen, Trine|Liu, Xiaoqin|Viktorin, Alexander|Brown, Hilary K.|Di Florio, Arianna|D'Onofrio, Brian M.|Gomes, Tara|Howard, Louise M.|Khalifeh, Hind|Krohn, Holly|Larsson, Henrik|Lichtenstein, Paul|Taylor, Clare L.|Van Kamp, Inge|Wesseloo, Richard|Meltzer-Brody, Samantha|Vigod, Simone N.|Bergink, Veerle"
WOS:000444559900026,Outcome-dependent associations between short interpregnancy interval and offspring psychological and educational problems: a population-based quasi-experimental study,"Class, QA|Rickert, ME|Larsson, H|Oberg, AS|Sujan, AC|Almqvist, C|Lichtenstein, P|D'Onofrio, BM","Class, QA|Rickert, ME|Larsson, H|Oberg, AS|Sujan, AC|Almqvist, C|Lichtenstein, P|D'Onofrio, BM","Class, Quetzal A.|Rickert, Martin E.|Larsson, Henrik|Oberg, Anna Sara|Sujan, Ayesha C.|Almqvist, Catarina|Lichtenstein, Paul|D'Onofrio, Brian M.","Class, Quetzal A.|Rickert, Martin E.|Larsson, Henrik|Oberg, Anna Sara|Sujan, Ayesha C.|Almqvist, Catarina|Lichtenstein, Paul|D'Onofrio, Brian M."
WOS:000444412300004,Three-Component Mixture Model-Based Adverse Drug Event Signal Detection for the Adverse Event Reporting System,"Zhang, PY|Li, M|Chiang, CW|Wang, L|Xiang, Y|Cheng, LJ|Feng, WX|Schleyer, TK|Quinney, SK|Wu, HY|Zeng, DL|Li, L","Zhang, PY|Li, M|Chiang, CW|Wang, L|Xiang, Y|Cheng, LJ|Feng, WX|Schleyer, TK|Quinney, SK|Wu, HY|Zeng, DL|Li, L","Zhang, Pengyue|Li, Meng|Chiang, Chien-Wei|Wang, Lei|Xiang, Yang|Cheng, Lijun|Feng, Weixing|Schleyer, Titus K.|Quinney, Sara K.|Wu, Heng-Yi|Zeng, Donglin|Li, Lang","Zhang, Pengyue|Li, Meng|Chiang, Chien-Wei|Wang, Lei|Xiang, Yang|Cheng, Lijun|Feng, Weixing|Schleyer, Titus K.|Quinney, Sara K.|Wu, Heng-Yi|Zeng, Donglin|Li, Lang"
WOS:000441893802057,"Antiepileptic drugs in pregnancy, and duration of pregnancy, birth weight, length and head circumference","Margulis, AV|D'Onofrio, B|Almqvist, C|McElrath, T|Oberg, AS|Plana, E|Rothman, KJ|Hernandez-Diaz, S","Margulis, AV|D'Onofrio, B|Almqvist, C|McElrath, T|Oberg, AS|Plana, E|Rothman, KJ|Hernandez-Diaz, S","Margulis, Andrea V.|D'Onofrio, Brian|Almqvist, Catarina|McElrath, Thomas|Oberg, Anna Sara|Plana, Estel|Rothman, Kenneth J.|Hernandez-Diaz, Sonia","Margulis, Andrea V.|D'Onofrio, Brian|Almqvist, Catarina|McElrath, Thomas|Oberg, Anna Sara|Plana, Estel|Rothman, Kenneth J.|Hernandez-Diaz, Sonia"
WOS:000443221300117,EFFECT OF EXPERIMENTER- VERSUS SELF-ADMINISTERED DELTA-9-TETRAHYDROCANNABINOL ON ALCOHOL DRINKING IN MICE SELECTIVELY-BRED FOR HIGH (HAP2) AND LOW (LAP2) ALCOHOL PREFERENCE,"Smoker, MP|Boehm, SL","Smoker, MP|Boehm, SL","Smoker, M. P.|Boehm, S. L.","Smoker, M. P.|Boehm, S. L."
WOS:000442345000006,Three cachexia phenotypes and the impact of fat-only loss on survival in FOLFIRINOX therapy for pancreatic cancer,"Kays, JK|Shahda, S|Stanley, M|Bell, TM|O'Neill, BH|Kohli, MD|Couch, ME|Koniaris, LG|Zimmers, TA","Kays, JK|Shahda, S|Stanley, M|Bell, TM|O'Neill, BH|Kohli, MD|Couch, ME|Koniaris, LG|Zimmers, TA","Kays, Joshua K.|Shahda, Safi|Stanley, Melissa|Bell, Teresa M.|O'Neill, Bert H.|Kohli, Marc D.|Couch, Marion E.|Koniaris, Leonidas G.|Zimmers, Teresa A.","Kays, Joshua K.|Shahda, Safi|Stanley, Melissa|Bell, Teresa M.|O'Neill, Bert H.|Kohli, Marc D.|Couch, Marion E.|Koniaris, Leonidas G.|Zimmers, Teresa A."
WOS:000439894600006,Strategic Formulary Design in Medicare Part D Plans,"Lavetti, K|Simon, K","Lavetti, K|Simon, K","Lavetti, Kurt|Simon, Kosali","Lavetti, Kurt|Simon, Kosali"
WOS:000439478200016,Characteristics Associated with Confidential Consultation for Adolescents in Primary Care,"Gilbert, AL|McCord, AL|Ouyang, FQ|Etter, DJ|Williams, RL|Hall, JA|Tu, WZ|Downs, SM|Aalsma, MC","Gilbert, AL|McCord, AL|Ouyang, FQ|Etter, DJ|Williams, RL|Hall, JA|Tu, WZ|Downs, SM|Aalsma, MC","Gilbert, Amy Lewis|McCord, Allison L.|Ouyang, Fangqian|Etter, Dillon J.|Williams, Rebekah L.|Hall, James A.|Tu, Wanzhu|Downs, Stephen M.|Aalsma, Matthew C.","Gilbert, Amy Lewis|McCord, Allison L.|Ouyang, Fangqian|Etter, Dillon J.|Williams, Rebekah L.|Hall, James A.|Tu, Wanzhu|Downs, Stephen M.|Aalsma, Matthew C."
WOS:000438398100002,The Impact of the Affordable Care Act Young Adult Provision on Childbearing: Evidence From Tax Data,"Heim, B|Lurie, I|Simon, K","Heim, B|Lurie, I|Simon, K","Heim, Bradley|Lurie, Ithai|Simon, Kosali","Heim, Bradley|Lurie, Ithai|Simon, Kosali"
WOS:000438336500012,Trajectory classes of cannabis use and heavy drinking among rural African American adolescents: multi-level predictors of class membership,"Barton, AW|Brody, GH|Zapolski, TCB|Goings, TC|Kogan, SM|Windle, M|Yu, TY","Barton, AW|Brody, GH|Zapolski, TCB|Goings, TC|Kogan, SM|Windle, M|Yu, TY","Barton, Allen W.|Brody, Gene H.|Zapolski, Tamika C. B.|Goings, Trenette C.|Kogan, Steven M.|Windle, Michael|Yu, Tianyi","Barton, Allen W.|Brody, Gene H.|Zapolski, Tamika C. B.|Goings, Trenette C.|Kogan, Steven M.|Windle, Michael|Yu, Tianyi"
WOS:000438060100003,PTSD Symptoms Mediate the Relationship Between Sexual Abuse and Substance Use Risk in Juvenile Justice-Involved Youth,"Sanders, J|Hershberger, AR|Kolp, HM|Um, M|Aalsma, M|Cyders, MA","Sanders, J|Hershberger, AR|Kolp, HM|Um, M|Aalsma, M|Cyders, MA","Sanders, Jasmyn|Hershberger, Alexandra R.|Kolp, Haley M.|Um, Miji|Aalsma, Matthew|Cyders, Melissa A.","Sanders, Jasmyn|Hershberger, Alexandra R.|Kolp, Haley M.|Um, Miji|Aalsma, Matthew|Cyders, Melissa A."
WOS:000438343600068,Cerebrovascular Injury After Serial Exposure to Chronic Stress and Abstinence from Methamphetamine Self-Administration,"Natarajan, R|Mitchell, CM|Harless, N|Yamamoto, BK","Natarajan, R|Mitchell, CM|Harless, N|Yamamoto, BK","Natarajan, Reka|Mitchell, Carmen M.|Harless, Nicole|Yamamoto, Bryan K.","Natarajan, Reka|Mitchell, Carmen M.|Harless, Nicole|Yamamoto, Bryan K."
WOS:000468819501050,Cutaneous nevi and cancer risk among US women,"Li, X|Wu, WT|Giovannucci, E|Stampfer, MJ|Gao, X|Han, JL","Li, X|Wu, WT|Giovannucci, E|Stampfer, MJ|Gao, X|Han, JL","Li, Xin|Wu, Wenting|Giovannucci, Edward|Stampfer, Meir J.|Gao, Xiang|Han, Jiali","Li, Xin|Wu, Wenting|Giovannucci, Edward|Stampfer, Meir J.|Gao, Xiang|Han, Jiali"
WOS:000451385500013,Shock volume: Patient-specific cumulative hypoperfusion predicts organ dysfunction in a prospective cohort of multiply injured patients,"McKinley, TO|McCarroll, T|Metzger, C|Zarzaur, BL|Savage, SA|Bell, TM|Gaski, GE","McKinley, TO|McCarroll, T|Metzger, C|Zarzaur, BL|Savage, SA|Bell, TM|Gaski, GE","McKinley, Todd O.|McCarroll, Tyler|Metzger, Cameron|Zarzaur, Ben L.|Savage, Stephanie A.|Bell, Teresa M.|Gaski, Greg E.","McKinley, Todd O.|McCarroll, Tyler|Metzger, Cameron|Zarzaur, Ben L.|Savage, Stephanie A.|Bell, Teresa M.|Gaski, Greg E."
WOS:000432602600003,Neurotrophins and cholinergic enzyme regulated by calpain-2: New insights into neuronal apoptosis induced by polybrominated diphenyl ether-153,"Zhang, HM|Yang, XR|Zhang, HJ|Li, X|Zhang, ZH|Hou, LF|Wang, ZM|Niu, Q|Wang, T","Zhang, HM|Yang, XR|Zhang, HJ|Li, X|Zhang, ZH|Hou, LF|Wang, ZM|Niu, Q|Wang, T","Zhang, Hongmei|Yang, Xiaorong|Zhang, Huajun|Li, Xin|Zhang, Zhihong|Hou, Lifang|Wang, Zemin|Niu, Qiao|Wang, Tong","Zhang, Hongmei|Yang, Xiaorong|Zhang, Huajun|Li, Xin|Zhang, Zhihong|Hou, Lifang|Wang, Zemin|Niu, Qiao|Wang, Tong"
WOS:000442932807171,Delta(9)-THC AND CBD DIFFERENTIALLY REGULATE INTRAOCULAR PRESSURE,"Straiker, A|Miller, S","Straiker, A|Miller, S","Straiker, Alex|Miller, Sally","Straiker, Alex|Miller, Sally"
WOS:000441280300006,Contextual Factors Influencing Recommendations for Service Provision by Guardia ad litem and Court-Appointed Special Advocates,"Jaggers, JW|Beerbower, E|Kondrat, D|Aalsma, MC|Hall, JA","Jaggers, JW|Beerbower, E|Kondrat, D|Aalsma, MC|Hall, JA","Jaggers, Jeremiah W.|Beerbower, Emily|Kondrat, David|Aalsma, Matthew C.|Hall, James A.","Jaggers, Jeremiah W.|Beerbower, Emily|Kondrat, David|Aalsma, Matthew C.|Hall, James A."
WOS:000436912700027,"Predicting pharmacy naloxone stocking and dispensing following a statewide standing order, Indiana 2016","Meyerson, BE|Agley, JD|Davis, A|Jayawardene, W|Hoss, A|Shannon, DJ|Ryder, PT|Ritchie, K|Gassman, R","Meyerson, BE|Agley, JD|Davis, A|Jayawardene, W|Hoss, A|Shannon, DJ|Ryder, PT|Ritchie, K|Gassman, R","Meyerson, B. E.|Agley, J. D.|Davis, A.|Jayawardene, W.|Hoss, A.|Shannon, D. J.|Ryder, P. T.|Ritchie, K.|Gassman, R.","Meyerson, B. E.|Agley, J. D.|Davis, A.|Jayawardene, W.|Hoss, A.|Shannon, D. J.|Ryder, P. T.|Ritchie, K.|Gassman, R."
WOS:000436297300027,Healthcare at the Crossroads: The Need to Shape an Organizational Culture of Humanistic Teaching and Practice,"Rider, EA|Gilligan, MC|Osterberg, LG|Litzelman, DK|Plews-Ogan, M|Weil, AB|Dunne, DW|Hafler, JP|May, NB|Derse, AR|Frankel, RM|Branch, WT","Rider, EA|Gilligan, MC|Osterberg, LG|Litzelman, DK|Plews-Ogan, M|Weil, AB|Dunne, DW|Hafler, JP|May, NB|Derse, AR|Frankel, RM|Branch, WT","Rider, Elizabeth A.|Gilligan, MaryAnn C.|Osterberg, Lars G.|Litzelman, Debra K.|Plews-Ogan, Margaret|Weil, Amy B.|Dunne, Dana W.|Hafler, Janet P.|May, Natalie B.|Derse, Arthur R.|Frankel, Richard M.|Branch, William T., Jr.","Rider, Elizabeth A.|Gilligan, MaryAnn C.|Osterberg, Lars G.|Litzelman, Debra K.|Plews-Ogan, Margaret|Weil, Amy B.|Dunne, Dana W.|Hafler, Janet P.|May, Natalie B.|Derse, Arthur R.|Frankel, Richard M.|Branch, William T., Jr."
WOS:000435348200006,Enhancing the Delivery of an Empirically-Supported Trauma-Focused Treatment for Adolescents: Providers' Views of the Role of Technology and Web-Based Resources,"Orengo-Aguayo, RE|Hanson, RF|Moreland, AD|Jobe-Shields, L|Adams, ZW","Orengo-Aguayo, RE|Hanson, RF|Moreland, AD|Jobe-Shields, L|Adams, ZW","Orengo-Aguayo, Rosaura E.|Hanson, Rochelle F.|Moreland, Angela D.|Jobe-Shields, Lisa|Adams, Zachary W.","Orengo-Aguayo, Rosaura E.|Hanson, Rochelle F.|Moreland, Angela D.|Jobe-Shields, Lisa|Adams, Zachary W."
WOS:000435915800002,Therapeutic Social Control of People with Serious Mental Illness: An Empirical Verification and Extension of Theory,"Perry, BL|Frieh, E|Wright, ER","Perry, BL|Frieh, E|Wright, ER","Perry, Brea L.|Frieh, Emma|Wright, Eric R.","Perry, Brea L.|Frieh, Emma|Wright, Eric R."
WOS:000435118700008,Cannabidiol Inhibits Endocannabinoid Signaling in Autaptic Hippocampal Neurons,"Straiker, A|Dvorakova, M|Zimmowitch, A|Mackie, K","Straiker, A|Dvorakova, M|Zimmowitch, A|Mackie, K","Straiker, Alex|Dvorakova, Michaela|Zimmowitch, Anaelle|Mackie, Ken","Straiker, Alex|Dvorakova, Michaela|Zimmowitch, Anaelle|Mackie, Ken"
WOS:000430522800013,Predictors of youth e-cigarette use susceptibility in a US nationally representative sample,"Kwon, E|Seo, DC|Lin, HC|Chen, ZX","Kwon, E|Seo, DC|Lin, HC|Chen, ZX","Kwon, Elizabeth|Seo, Dong-Chul|Lin, Hsien-Chang|Chen, Zhongxue","Kwon, Elizabeth|Seo, Dong-Chul|Lin, Hsien-Chang|Chen, Zhongxue"
WOS:000437815700002,Mandatory influenza vaccination and religious accommodation for healthcare workers: Lessons from recent legal challenges,"Yang, YT|Silverman, RD","Yang, YT|Silverman, RD","Yang, Y. Tony|Silverman, Ross D.","Yang, Y. Tony|Silverman, Ross D."
WOS:000434341400011,Learning in the zone: toward workforce development of evidence-based public policy communication,"Meyerson, BE|Haderxhanaj, LT|Comer, K|Zimet, GD","Meyerson, BE|Haderxhanaj, LT|Comer, K|Zimet, GD","Meyerson, Beth E.|Haderxhanaj, Laura T.|Comer, Karen|Zimet, Gregory D.","Meyerson, Beth E.|Haderxhanaj, Laura T.|Comer, Karen|Zimet, Gregory D."
WOS:000463956300014,Learning From Waiver States: Coverage Effects Under Indiana's HIP Medicaid Expansion,"Freedman, S|Richardson, L|Simon, KI","Freedman, S|Richardson, L|Simon, KI","Freedman, Seth|Richardson, Lilliard|Simon, Kosali I.","Freedman, Seth|Richardson, Lilliard|Simon, Kosali I."
WOS:000434111500004,Toxicological Drug Screening using Paper Spray High-Resolution Tandem Mass Spectrometry (HR-MS/MS),"McKenna, J|Jett, R|Shanks, K|Manicke, NE","McKenna, J|Jett, R|Shanks, K|Manicke, NE","McKenna, Josiah|Jett, Rachel|Shanks, Kevin|Manicke, Nicholas E.","McKenna, Josiah|Jett, Rachel|Shanks, Kevin|Manicke, Nicholas E."
WOS:000433218200023,Information technologies that facilitate care coordination: provider and patient perspectives,"Dixon, BE|Embi, PJ|Haggstrom, DA","Dixon, BE|Embi, PJ|Haggstrom, DA","Dixon, Brian E.|Embi, Peter J.|Haggstrom, David A.","Dixon, Brian E.|Embi, Peter J.|Haggstrom, David A."
WOS:000445152300020,Controlled-Deactivation CB1 Receptor Ligands as a Novel Strategy to Lower Intraocular Pressure,"Miller, S|Kulkarni, S|Ciesielski, A|Nikas, SP|Mackie, K|Makriyannis, A|Straiker, A","Miller, S|Kulkarni, S|Ciesielski, A|Nikas, SP|Mackie, K|Makriyannis, A|Straiker, A","Miller, Sally|Kulkarni, Shashank|Ciesielski, Alex|Nikas, Spyros P.|Mackie, Ken|Makriyannis, Alexandros|Straiker, Alex","Miller, Sally|Kulkarni, Shashank|Ciesielski, Alex|Nikas, Spyros P.|Mackie, Ken|Makriyannis, Alexandros|Straiker, Alex"
WOS:000444631700009,Social Network Support and Decreased Risk of Seroconversion in Black MSM: Results of the BROTHERS (HPTN 061) Study,"Hermanstyne, KA|Green, HD|Cook, R|Tieu, HV|Dyer, TV|Hucks-Ortiz, C|Wilton, L|Latkin, C|Shoptaw, S","Hermanstyne, KA|Green, HD|Cook, R|Tieu, HV|Dyer, TV|Hucks-Ortiz, C|Wilton, L|Latkin, C|Shoptaw, S","Hermanstyne, Keith A.|Green, Harold D., Jr.|Cook, Ryan|Tieu, Hong-Van|Dyer, Typhanye V.|Hucks-Ortiz, Christopher|Wilton, Leo|Latkin, Carl|Shoptaw, Steven","Hermanstyne, Keith A.|Green, Harold D., Jr.|Cook, Ryan|Tieu, Hong-Van|Dyer, Typhanye V.|Hucks-Ortiz, Christopher|Wilton, Leo|Latkin, Carl|Shoptaw, Steven"
WOS:000444631700012,A Social Network Analysis of HIV Treatment Partners and Patient Viral Suppression in Botswana,"Bogart, LM|Mosepele, M|Phaladze, N|Lekoko, B|Klein, DJ|MacCarthy, S|Green, HD","Bogart, LM|Mosepele, M|Phaladze, N|Lekoko, B|Klein, DJ|MacCarthy, S|Green, HD","Bogart, Laura M.|Mosepele, Mosepele|Phaladze, Nthabiseng|Lekoko, Bright|Klein, David J.|MacCarthy, Sarah|Green, Harold D., Jr.","Bogart, Laura M.|Mosepele, Mosepele|Phaladze, Nthabiseng|Lekoko, Bright|Klein, David J.|MacCarthy, Sarah|Green, Harold D., Jr."
WOS:000443221501045,SELF-ADMINISTERED ALCOHOL AND THE HAVE DIVERGENT AND COMPETING EFFECTS ON LOCOMOTION IN ADOLESCENT MICE,"Smoker, MP|Schafer, DJ|Hernandez, M|Boehm, SL","Smoker, MP|Schafer, DJ|Hernandez, M|Boehm, SL","Smoker, M. P.|Schafer, D. J.|Hernandez, M.|Boehm, S. L., III","Smoker, M. P.|Schafer, D. J.|Hernandez, M.|Boehm, S. L., III"
WOS:000443221501199,RACISM AND TRAUMA: EXAMINING THE INCREMENTAL EFFECT OF MICROAGGRESSIONS ABOVE TRADITIONAL FORMS OF TRAUMA ON DRINKING AMONG AFRICAN AMERICAN YOUNG ADULTS,"Rowe, AT|Zapolski, TCB","Rowe, AT|Zapolski, TCB","Rowe, A. T.|Zapolski, T. C. B.","Rowe, A. T.|Zapolski, T. C. B."
WOS:000443221501467,"IMPULSIVITY, BUT NOT ALCOHOL USE BEHAVIORS, PREDICTS IN-SCANNER HEAD MOTION IN RESTING-STATE FMRI DATA","Um, M|Hummer, TA|Cyders, MA","Um, M|Hummer, TA|Cyders, MA","Um, M.|Hummer, T. A.|Cyders, M. A.","Um, M.|Hummer, T. A.|Cyders, M. A."
WOS:000443221502048,COMPULSIVE-LIKE QUININE-RESISTANT DRINKING-IN-THE-DARK IN B6 AND HAP2 MICE,"Vigil, D|Schafer, D|Boehm, SL","Vigil, D|Schafer, D|Boehm, SL","Vigil, D.|Schafer, D.|Boehm, S. L., II","Vigil, D.|Schafer, D.|Boehm, S. L., II"
